2017-09-01	0.000000	0.001243	0.001243.1	-0.007874	0.000000.1	3097600.000000
2015-07-29	0.0006889999999999999	0.105681	0.11103099999999999	0.09574500000000001	0.02705	5008800.0
2015-07-28	0.002302	0.108227	0.115121	0.104907	0.090156	4650200.0
2015-07-27	0.013059000000000001	0.11260999999999999	0.128132	0.1108	0.504834	3547600.0
2015-07-24	-0.002326	0.108732	0.111054	0.100989	-0.090142	4456700.0
2015-07-23	-0.006243	0.10745199999999999	0.10745199999999999	0.08872999999999999	-0.24340799999999999	5249800.0
2015-07-22	0.000926	0.110018	0.11823299999999999	0.10847799999999999	0.03606	3232800.0
2015-07-21	-0.002539	0.108224	0.10873599999999999	0.098493	-0.09916599999999999	4799300.0
2015-07-20	-0.004367	0.10822799999999999	0.108483	0.097775	-0.171296	3589300.0
2015-07-17	-0.010686	0.104203	0.105465	0.09714099999999999	-0.423702	5229000.0
2015-07-16	0.014065000000000001	0.11001500000000002	0.125361	0.11001500000000002	0.5499189999999999	4513200.0
2015-07-15	0.003703	0.10976099999999998	0.11361199999999999	0.10411300000000001	0.144245	2934700.0
2015-07-14	-0.004378	0.111804	0.11512599999999999	0.100047	-0.171287	3663900.0
2015-07-13	0.0009220000000000001	0.11334100000000001	0.11845699999999999	0.104643	0.03606	3302300.0
2015-07-10	0.0020800000000000003	0.110017	0.119246	0.106172	0.081135	6654000.0
2015-07-09	-0.021041	0.10874600000000001	0.111757	0.082897	-0.838409	6752200.0
2015-07-08	-0.001355	0.10473699999999998	0.11751800000000001	0.103985	-0.054085	6661200.0
2015-07-07	0.026438	0.11516400000000002	0.143976	0.113878	1.027725	11156100.0
2015-07-06	0.005362	0.11028199999999999	0.119851	0.10692	0.207344	4995400.0
2015-07-02	0.016832	0.11634800000000001	0.129497	0.115559	0.6400640000000001	4937400.0
2015-07-01	0.006683	0.11216	0.116925	0.10765899999999999	0.25243000000000004	4675600.0
2015-06-30	-0.00143	0.11294900000000001	0.11427000000000001	0.103432	-0.054091999999999994	5100000.0
2015-06-29	0.0016710000000000002	0.109777	0.127254	0.109248	0.063106	6503300.0
2015-06-26	0.006729000000000001	0.108981	0.118578	0.103649	0.252423	4040400.0
2015-06-25	-0.0021579999999999998	0.113238	0.114568	0.10579000000000001	-0.081131	4179300.0
2015-06-24	-0.008323	0.108984	0.11241300000000001	0.09975099999999999	-0.315529	4542400.0
2015-06-23	-0.010820999999999999	0.109248	0.109509	0.093852	-0.414696	5017600.0
2015-06-22	-0.005149	0.110286	0.11366099999999998	0.10146000000000001	-0.19833	3869900.0
2015-06-19	-0.013619999999999998	0.109248	0.11104000000000001	0.093628	-0.531894	5783000.0
2015-06-18	0.014758000000000002	0.114704	0.12951500000000002	0.111326	0.567951	5020900.0
2015-06-17	0.004944	0.108465	0.11682100000000001	0.10115299999999999	0.189327	4189100.0
2015-06-16	0.009266	0.110302	0.12057999999999999	0.10608499999999998	0.351582	4178600.0
2015-06-15	-0.004965	0.108723	0.10951	0.102692	-0.18932000000000002	3669800.0
2015-06-12	-0.006809	0.105341	0.110029	0.10065299999999999	-0.26144	3041000.0
2015-06-11	0.005905	0.115797	0.119727	0.111344	0.225383	3042600.0
2015-06-10	-0.002356	0.117612	0.119441	0.10558900000000002	-0.090152	4067500.0
2015-06-09	-0.0037560000000000002	0.105602	0.111852	0.10404000000000001	-0.144246	4216800.0
2015-06-08	-0.0014060000000000001	0.117048	0.117048	0.10066699999999999	-0.054088	6370600.0
2015-06-05	-0.012043	0.099743	0.10205499999999999	0.092036	-0.46878400000000003	7291400.0
2015-06-04	0.001391	0.10384600000000001	0.117994	0.102817	0.054091999999999994	7610500.0
2015-06-03	-0.0036969999999999998	0.110017	0.111042	0.095664	-0.144245	7415300.0
2015-06-02	-0.008931	0.10696199999999999	0.109502	0.09248300000000001	-0.351589	6006700.0
2015-06-01	-0.000458	0.111279	0.115087	0.104424	-0.018029	4620300.0
2015-05-29	0.004137	0.109247	0.11893499999999999	0.105678	0.162262	6216400.0
2015-05-28	-0.005031	0.10848699999999999	0.11026199999999999	0.098848	-0.19833	4283400.0
2015-05-27	0.009931	0.109248	0.125643	0.106173	0.38765	6778900.0
2015-05-26	0.0016190000000000002	0.106425	0.112327	0.09641799999999999	0.06310299999999999	6725900.0
2015-05-22	-0.0034579999999999997	0.10720199999999999	0.10796900000000001	0.096718	-0.13522	4890400.0
2015-05-21	-0.006640999999999999	0.10899400000000001	0.11026400000000001	0.097817	-0.261436	4894500.0
2015-05-20	0.0	0.10899400000000001	0.11763	0.10797799999999999	0.0	4028000.0
2015-05-19	0.000458	0.103149	0.11128099999999999	0.101624	0.018024000000000002	3759700.0
2015-05-18	-0.0016010000000000002	0.104173	0.111785	0.101636	-0.063099	3484500.0
2015-05-15	0.012506	0.11181700000000001	0.125946	0.110018	0.486817	5156300.0
2015-05-14	0.008006999999999998	0.112174	0.123826	0.112174	0.309215	4831600.0
2015-05-13	-0.00207	0.127443	0.13028599999999999	0.11814000000000001	-0.08011599999999999	6066400.0
2015-05-12	-0.0027530000000000002	0.12098900000000001	0.12202	0.11093900000000001	-0.106831	7320700.0
2015-05-11	-0.012684	0.12330799999999999	0.12687	0.107025	-0.49853100000000006	8343600.0
2015-05-08	-0.001809	0.133721	0.13575299999999998	0.111372	-0.071217	8423800.0
2015-05-07	0.003403	0.126876	0.135541	0.122799	0.13353800000000002	5118500.0
2015-05-06	-0.004292	0.124831	0.129145	0.110622	-0.16914400000000002	6705400.0
2015-05-05	-0.015785	0.11906300000000002	0.12131099999999999	0.10233099999999999	-0.632065	7076600.0
2015-05-04	0.0035700000000000003	0.125314	0.13609000000000002	0.119549	0.14243699999999998	4957700.0
2015-05-01	0.011738	0.12178699999999999	0.137762	0.12178699999999999	0.462921	5969400.0
2015-04-30	-0.007839	0.121296	0.121296	0.10645299999999999	-0.31158	8463100.0
2015-04-29	-0.00022400000000000002	0.11224100000000001	0.126075	0.105702	-0.008908	5460000.0
2015-04-28	0.007672	0.12356199999999999	0.132179	0.117226	0.302681	4540700.0
2015-04-27	-0.012258	0.12606199999999998	0.127815	0.10828800000000001	-0.489624	4099900.0
2015-04-24	0.004028	0.12330899999999999	0.136882	0.1218	0.160244	3485600.0
2015-04-23	0.004721	0.123056	0.133915	0.122551	0.186943	4055900.0
2015-04-22	0.001351	0.127607	0.131906	0.119768	0.053413999999999996	4343700.0
2015-04-21	-0.0075959999999999995	0.12456300000000001	0.13234300000000002	0.112015	-0.302678	4762700.0
2015-04-20	0.014736	0.12687400000000001	0.147501	0.123563	0.5786479999999999	4797500.0
2015-04-17	0.0	0.12101600000000001	0.130948	0.119743	0.0	4251200.0
2015-04-16	-0.002036	0.12330899999999999	0.12585	0.11314300000000001	-0.08011599999999999	3797600.0
2015-04-15	-0.003382	0.123055	0.13344	0.11748299999999999	-0.13353399999999999	3878000.0
2015-04-14	0.003394	0.125088	0.13017	0.121275	0.13353399999999999	3473800.0
2015-04-13	-0.009413	0.11978399999999999	0.12381199999999999	0.110721	-0.373894	3258700.0
2015-04-10	0.0033729999999999997	0.12406600000000001	0.13316	0.119772	0.13352999999999998	3615700.0
2015-04-09	0.002932	0.11950799999999999	0.127109	0.11089500000000001	0.11573399999999999	6419800.0
2015-04-08	0.001808	0.12381600000000001	0.126608	0.11417200000000001	0.07122	6025800.0
2015-04-07	-0.014693000000000001	0.12430899999999999	0.125309	0.105304	-0.587558	5035800.0
2015-04-06	0.006272	0.127334	0.143439	0.12658	0.249259	5505900.0
2015-04-02	0.00044800000000000005	0.12079100000000001	0.12784	0.119029	0.017815	3347900.0
2015-04-01	0.007678	0.125084	0.133963	0.113669	0.302673	5318100.0
2015-03-31	-0.0011279999999999999	0.12178800000000001	0.127109	0.114186	-0.044513	5798100.0
2015-03-30	0.007271	0.129179	0.136326	0.12484	0.284878	4078100.0
2015-03-27	0.005713	0.123052	0.138967	0.123052	0.22255300000000003	5766300.0
2015-03-26	-0.006132	0.12356400000000001	0.130707	0.114889	-0.24036	5948400.0
2015-03-25	-0.011006	0.126841	0.13188699999999998	0.110693	-0.43621099999999996	4067000.0
2015-03-24	-0.01439	0.120822	0.127288	0.105155	-0.5786439999999999	4293100.0
2015-03-23	0.0044469999999999996	0.125057	0.13305	0.12455699999999999	0.178036	3767300.0
2015-03-20	0.006940999999999999	0.12456600000000001	0.136388	0.123057	0.27597	7186400.0
2015-03-19	-0.010634000000000001	0.120073	0.130276	0.109622	-0.42731099999999994	4986900.0
2015-03-18	0.018502	0.12330799999999999	0.15296300000000002	0.118493	0.729992	7083000.0
2015-03-17	-0.006945999999999999	0.11953299999999999	0.126832	0.114248	-0.275966	3484900.0
2015-03-16	0.015472	0.127653	0.1481	0.127653	0.605342	4384300.0
2015-03-13	-0.011470999999999999	0.12179300000000001	0.123056	0.10537	-0.454002	5691800.0
2015-03-12	0.016926	0.126906	0.145148	0.125878	0.658764	6403700.0
2015-03-11	-0.0047799999999999995	0.122797	0.130468	0.11359200000000001	-0.186951	4848600.0
2015-03-10	-0.001818	0.12254300000000001	0.137347	0.117693	-0.071212	8559300.0
2015-03-09	-0.0018149999999999998	0.12381800000000001	0.131971	0.120251	-0.071221	6110200.0
2015-03-06	-0.020657	0.11083299999999999	0.111831	0.094864	-0.827907	11523800.0
2015-03-05	0.0042380000000000004	0.126566	0.133331	0.12305799999999999	0.16914300000000002	5425400.0
2015-03-04	-0.007088	0.12082000000000001	0.12082000000000001	0.109873	-0.284881	3828800.0
2015-03-03	0.00624	0.128816	0.13132	0.115548	0.24926700000000002	5061400.0
2015-03-02	-0.020092	0.123554	0.123554	0.095342	-0.819008	7013000.0
2015-02-27	0.000656	0.12330799999999999	0.127727	0.11741700000000001	0.026706999999999998	4178000.0
2015-02-26	-0.0034840000000000006	0.125999	0.128935	0.11743800000000001	-0.14243699999999998	3778200.0
2015-02-25	-0.020687	0.126423	0.127141	0.098633	-0.863525	5992500.0
2015-02-24	0.009038	0.12306700000000001	0.13636199999999998	0.11823199999999999	0.373897	5445200.0
2015-02-23	0.0071519999999999995	0.126717	0.133047	0.12306500000000001	0.29377	5160200.0
2015-02-20	-0.001082	0.12136300000000001	0.12403800000000001	0.10895999999999999	-0.044502	4090200.0
2015-02-19	-0.013877	0.122349	0.124028	0.103404	-0.5786479999999999	4223000.0
2015-02-18	0.028546	0.131695	0.158582	0.12700799999999998	1.157295	7461300.0
2015-02-17	-0.007411	0.118657	0.129674	0.107149	-0.302681	8987100.0
2015-02-13	-0.014605000000000002	0.120172	0.122826	0.0987	-0.60535	8657600.0
2015-02-12	-0.018239	0.127453	0.128164	0.096425	-0.770054	11259900.0
2015-02-11	-0.014996	0.129678	0.13551	0.111946	-0.642746	7656800.0
2015-02-10	0.018623	0.13408	0.159747	0.13408	0.78363	5821800.0
2015-02-09	-0.007889	0.136687	0.139516	0.123248	-0.334579	6633900.0
2015-02-06	-0.03098	0.12934600000000002	0.129575	0.093705	-1.355942	8955000.0
2015-02-05	0.005054	0.13827	0.14538800000000002	0.126329	0.22011599999999998	6201900.0
2015-02-04	-0.026378	0.139321	0.143345	0.102655	-1.179836	10485600.0
2015-02-03	0.000394	0.13552	0.139546	0.12635	0.017603999999999998	8289200.0
2015-02-02	0.001183	0.134176	0.14044600000000002	0.12230799999999999	0.052826	7073200.0
2015-01-30	-0.039212000000000004	0.125202	0.12928900000000002	0.089488	-1.822589	12554600.0
2015-01-29	0.011884	0.132914	0.151854	0.129866	0.545902	4455000.0
2015-01-28	-0.004769	0.135744	0.151777	0.127944	-0.220127	5202800.0
2015-01-27	0.003638	0.133134	0.146181	0.133134	0.16728900000000002	3566800.0
2015-01-26	0.0	0.132047	0.136613	0.12378399999999999	0.0	4231600.0
2015-01-23	0.001918	0.135744	0.143151	0.132911	0.088051	4190200.0
2015-01-22	0.002307	0.135525	0.141203	0.127882	0.105656	4674500.0
2015-01-21	0.006775	0.13156600000000002	0.145197	0.125411	0.308166	5409200.0
2015-01-20	0.006037	0.13685	0.143043	0.131762	0.272953	4081400.0
2015-01-16	0.010827	0.13306099999999998	0.14893499999999998	0.131719	0.48426899999999995	5718600.0
2015-01-15	0.012154	0.140722	0.151358	0.13416	0.53709	5685100.0
2015-01-14	0.010265999999999999	0.136201	0.14763099999999998	0.13025699999999998	0.449039	6205300.0
2015-01-13	-0.000603	0.142598	0.153793	0.131403	-0.026409	5422100.0
2015-01-12	0.00020099999999999998	0.141457	0.142599	0.129802	0.008801	4086100.0
2015-01-09	-0.012714	0.135292	0.136195	0.119725	-0.563507	4121000.0
2015-01-08	0.000795	0.138227	0.14455	0.133937	0.035217	4532500.0
2015-01-07	0.011054999999999999	0.136657	0.151496	0.132319	0.48426400000000003	4917000.0
2015-01-06	0.012001999999999999	0.136668	0.15930899999999998	0.136206	0.519486	9358300.0
2015-01-05	-0.004254	0.135974	0.138504	0.125161	-0.184906	7028700.0
2015-01-02	0.005294	0.137594	0.143375	0.129499	0.228931	4645300.0
2014-12-31	-0.013261000000000002	0.139851	0.143274	0.11931300000000002	-0.581116	4963300.0
2014-12-30	-0.021816	0.134404	0.134404	0.11052000000000001	-0.977333	4130100.0
2014-12-29	0.008124	0.13461800000000002	0.153971	0.13461800000000002	0.360993	6266500.0
2014-12-26	0.01122	0.137792	0.157589	0.136881	0.493065	5746300.0
2014-12-24	0.01505	0.135744	0.157918	0.135744	0.651561	3812600.0
2014-12-23	-0.003849	0.134363	0.138275	0.130221	-0.167297	3171600.0
